trip_quarter,taxi_company,city,city_population,total_trips,unique_taxis,total_trip_seconds,avg_trip_seconds,total_trip_miles,avg_trip_miles,total_fare,avg_fare,total_tips,avg_tips,avg_pickup_latitude,avg_pickup_longitude,avg_mph_per_trip,avg_tips_per_hour,avg_fare_per_mile,avg_trip_duration_minutes,avg_total_revenue_per_trip,revenue_rank_within_city,trip_count_rank_within_city,fare_percentile_within_city,total_revenue_per_city,revenue_rank_within_company,total_revenue_per_company,revenue_contribution_percentage,trips_per_population,avg_trips_per_taxi,avg_revenue_trend
2014-10-01 00:00:00+00:00,Blue Diamond,Calumet Park,7865.0,1,1,536,536.0,4.2,4.2,11.05,11.05,0.0,0.0,41.706587882,-87.623366512,28.2089552238806,0.0,2.630952380952381,8.933333333333334,11.05,14,12,0.35294117647058826,15797.250000000002,60,3955283.6999999983,2.1840567033722546e-06,0.00012714558169103624,1.0,1128.3048958333334
2017-04-01 00:00:00+00:00,Dispatch Taxi Affiliation,Kenwood,17601.0,3589,214,3787500,1055.3078852047909,15406.300000000014,4.292644190582322,59762.37,16.65153803287829,7847.850000000005,2.1866397325160314,41.84602944671857,-87.62183130485806,13.833925707702397,8.402731392628128,4.889519568426845,17.588464753413195,18.838177765394246,13,13,0.4084507042253521,2593093.87,27,18787278.070000008,0.01131760049641872,0.20390886881427192,16.77102803738318,33986.62038297873
2018-10-01 00:00:00+00:00,Chicago Star Taxicab,Douglas,20323.0,203,1,135900,669.4581280788178,540.5,2.6625615763546797,2131.0,10.497536945812804,348.18,1.7151724137931037,41.87906786233005,-87.63184038152713,10.963489814009158,10.643269758173666,6.374925820297896,11.157635467980299,12.21270935960591,42,42,0.2222222222222222,16697097.590000005,10,39663.25,0.0005647118517128991,0.009988682773212616,203.0,299100.93907624634
2023-01-01 00:00:00+00:00,U Taxicab,New City,40997.0,255,15,261960,1027.2941176470597,963.9999999999999,3.780392156862747,4290.25,16.82450980392156,490.40000000000003,1.9231372549019596,41.8452231443686,-87.62557039749022,12.172904391298905,8.081454832363992,4.09445622827446,17.12156862745099,18.747647058823553,15,15,0.4666666666666667,1724886.8699999994,20,782948.71,0.0028527359474834254,0.006219967314681562,17.0,28558.033833682017
2018-07-01 00:00:00+00:00,3094 - 24059 G.L.B. Cab Co,North Center,34623.0,124,1,76860,619.8387096774196,259.3,2.091129032258064,1123.5,9.060483870967738,91.00999999999999,0.7339516129032261,41.92912537541129,-87.65123449189521,12.004755767798798,4.860631899825651,5.4437469757661345,10.330645161290324,9.794435483870968,40,39,0.06557377049180328,7158838.39,12,53844.450000000004,0.00027381201805172956,0.003581434306674754,124.0,220774.2137073539
2019-04-01 00:00:00+00:00,Flash Cab,South Chicago,28095.0,5564,337,8232236,1479.5535585909386,53247.740000000005,9.57004672897195,146783.39,26.380911214953265,460.59999999999974,0.08278217109992839,41.7434552636956,-87.57601019274216,23.01639424375377,0.3858665498995994,6.78412908155103,24.659225976515664,26.463693386053215,1,1,0.9629629629629629,235628.49000000002,43,50496406.81999999,0.03675120575240919,0.19804235629115502,16.51038575667656,5123.926260869565
2022-07-01 00:00:00+00:00,Petani Cab Corp,Lincoln Park,66959.0,433,4,280920,648.77598152425,1203.399999999999,2.7792147806004617,4791.65,11.066166281755189,728.0500000000001,1.6814087759815248,41.89144423059121,-87.62737039926779,12.453947787099155,12.007991268453893,6.529323373846157,10.812933025404165,12.74757505773672,24,24,0.06896551724137931,14550270.959999928,7,67409.58,0.0026790779424924875,0.006466643767081348,108.25,730055.0051260508
2016-07-01 00:00:00+00:00,0118 - 42111 Godfrey S.Awir,Near South Side,22401.0,1013,1,780420,770.4047384007889,3148.100000000002,3.107699901283315,11990.25,11.836377097729509,629.3700000000001,0.621293188548865,41.88199237425368,-87.62692265044427,12.110258481005399,3.2991068654883606,5.972727841191291,12.84007897334649,12.457670286278377,39,39,0.7532467532467533,51881269.119999975,2,113090.75,0.0019542627288735067,0.04522119548234454,1013.0,721716.1237812911
2014-07-01 00:00:00+00:00,Northwest Management LLC,West Garfield Park,17742.0,3064,130,2301660,751.1945169712776,8834.899999999998,2.883453002610974,32763.590000000033,10.693077676240213,1543.4900000000005,0.5037499999999999,41.91619012124026,-87.69569493558977,13.94099409118825,3.125753727946215,4.28966928401028,12.51990861618799,11.196827676240211,8,8,0.6883116883116883,1583144.9699999974,31,15601966.240000004,0.006041757099782596,0.172697553827077,23.56923076923077,30723.791336032333
2019-10-01 00:00:00+00:00,4053 - 40193 Adwar H. Nikola,Near North Side,85711.0,67,1,43020,642.0895522388059,144.69999999999996,2.1597014925373137,704.75,10.518656716417915,119.55,1.784328358208955,41.89375459313433,-87.63586872158209,12.239283143988862,9.787617214495622,5.545306362325535,10.701492537313433,12.302985074626866,46,46,0.5434782608695652,32996159.01000001,2,13237.75,0.0002235609374563632,0.0007816966317042153,67.0,841466.1762682778
2020-04-01 00:00:00+00:00,Top Cab Affiliation,Woodlawn,24150.0,16,7,12240,765.0000000000001,46.300000000000004,2.8937500000000003,199.5,12.468749999999998,0.0,0.0,41.7887079455625,-87.62506137462499,8.56390483179146,0.0,4.154290188297541,12.75,12.468749999999998,13,14,0.3,468124.19,45,391429.15,0.0007667676705185033,0.0006625258799171842,2.2857142857142856,19826.771932367137
2022-04-01 00:00:00+00:00,Metro Jet Taxi A.,Avondale,39721.0,90,2,98115,1090.166666666666,377.86999999999995,4.198555555555554,32443.37999999999,360.48199999999997,125.07999999999998,1.3897777777777773,41.93763042056667,-87.69144117278888,24.781621637422823,7.168351748164692,1432.2026813120247,18.16944444444444,361.8717777777777,10,21,1.0,1539735.8499999987,26,4118950.230000001,0.015676533464639812,0.00226580398277989,45.0,74556.30507325016
2022-07-01 00:00:00+00:00,312 Medallion Management Corp,Hyde Park,26893.0,6,5,4140,690.0,22.400000000000002,3.7333333333333334,77.5,12.916666666666666,9.35,1.5583333333333331,41.812631323333335,-87.60892865783333,14.334558823529411,5.678308823529412,3.317641412167658,11.5,14.475,25,22,0.07407407407407407,1568160.8200000012,35,155847.15,4.215408795867029e-05,0.0002231063845610382,1.2,26041.868046571824
2014-07-01 00:00:00+00:00,4615 - Tyrone Henderson,Bridgeport,33878.0,215,1,213900,994.8837209302325,873.5999999999998,4.063255813953487,2798.7,13.01720930232558,165.59999999999997,0.7702325581395344,41.8742659200465,-87.65576898803724,17.0961407126658,3.6868772449767726,6.48743732536603,16.58139534883721,13.787441860465114,32,42,0.9887640449438202,21306819.63,7,41388.05,0.0005220374503130418,0.006346301434559301,215.0,410730.8288432836
2020-10-01 00:00:00+00:00,Top Cab Affiliation,Lincoln Square,40761.0,705,36,1110720,1575.4893617021278,2613.3999999999996,3.7069503546099285,11953.0,16.954609929077996,269.83,0.38273758865248214,41.96684228782553,-87.66695817944405,12.099232012052134,3.82138409272379,6.328510217784032,26.25815602836878,17.337347517730493,6,6,0.7692307692307693,1137368.1500000001,17,760288.85,0.02220268535138222,0.01729594465297711,19.583333333333332,128456.5802315914
